CustomerID,TotalItemsPurchased,DistinctItemsPurchased,MaxItemsSingleSession,AvgItemsPerSession,ProductEntropy,SessionEntropy,TotalAmountSpent,MaxAmountSingleSession,AvgAmountPerSession,TotalShoppingSessions
13576.0,924,64,187,54.35294117647059,5.758739042569065,3.646288356277728,1787.01,349.51,105.11823529411765,87
18011.0,70,27,70,70.0,4.754887502163471,0.0,92.84,92.84,92.84,27
15694.0,632,36,114,57.45454545454545,4.944593665917308,3.176342499890166,2380.96,498.84,216.4509090909091,51
14741.0,693,32,166,115.5,4.74986776225629,2.5698999044952986,1270.34,283.53000000000003,211.72333333333336,56
13715.0,516,84,229,103.2,6.328995558400932,1.7706791708339822,990.85,392.52,198.17000000000002,98
17732.0,84,13,84,84.0,3.7004397181410926,0.0,222.52,222.52,222.52,13
12855.0,30,3,30,30.0,1.584962500721156,0.0,38.1,38.1,38.1,3
17855.0,196,16,196,196.0,4.0,0.0,199.02,199.02,199.02,16
14047.0,172,12,105,43.0,3.5032583347756456,1.612197222702993,561.6,319.35,140.4,18
13941.0,343,13,94,68.6,3.5535088547976788,2.2772925846688996,1264.93,330.74,252.98600000000002,24
14135.0,1498,76,257,99.86666666666666,6.018197114117707,3.6503160027841144,2849.29,346.35,189.95266666666666,109
13108.0,82,5,82,82.0,2.321928094887362,0.0,95.3,95.3,95.3,5
15658.0,193,25,96,48.25,4.556088322639177,1.6805735346744015,561.15,243.8,140.28750000000002,29
14388.0,1702,113,312,212.75,6.557024672661247,2.978622455994133,2790.61,429.15,348.82624999999996,166
14901.0,582,65,134,72.75,5.900115724077514,2.851278814612293,1034.01,186.32,129.25125,82
15955.0,1817,123,370,129.78571428571428,6.805833345320561,3.2641859408744023,3698.01,541.13,264.1435714285714,168
16244.0,849,85,615,424.5,6.391249800455487,0.8894663896628687,1475.05,1024.83,737.525,88
15111.0,684,59,440,228.0,5.798329341690045,1.3515351890811589,1339.68,802.2,446.56,72
16546.0,385,20,269,192.5,4.321928094887363,0.8112781244591328,564.95,367.55,282.475,20
15260.0,807,55,208,134.5,5.664596848571468,2.561105009554603,1565.27,345.14,260.87833333333333,68
14491.0,126,12,92,63.0,3.584962500721156,0.8112781244591328,220.98,141.48,110.49,12
13305.0,681,36,125,68.1,4.9520824266619945,3.060864364918707,1000.21,186.25,100.021,53
15923.0,40,17,40,40.0,4.08746284125034,0.0,78.3,78.3,78.3,17
16752.0,48,5,48,48.0,2.321928094887362,0.0,77.7,77.7,77.7,5
17287.0,484,76,119,69.14285714285714,6.088538968612082,2.587547109941304,694.46,168.62,99.20857142857143,106
15363.0,142,15,142,142.0,3.906890595608518,0.0,310.1,310.1,310.1,15
12915.0,77,11,49,38.5,3.459431618637298,0.9456603046006402,201.05,127.55000000000001,100.525,11
15738.0,1951,45,202,121.9375,5.167479554194101,3.867616501519464,3781.29,316.90000000000003,236.33062500000003,147
14180.0,463,60,44,18.52,5.604710215485371,4.367978874687512,1773.47,212.4,70.9388,101
13117.0,806,59,130,100.75,5.807728985732319,2.9428928958997016,840.7,202.12,105.0875,69
16916.0,353,121,254,176.5,6.884727441389348,0.9421631690835512,498.18,328.15,249.08999999999997,128
17964.0,235,74,139,117.5,6.118522527728212,0.9023932827949789,326.25,163.25,163.125,88
14466.0,793,31,184,113.28571428571429,4.788925676260469,2.7252908147760864,1400.65,271.65,200.09285714285716,59
17235.0,176,21,96,88.0,4.334962500721156,0.8708644692353646,357.46,192.26,178.73,24
16510.0,85,9,85,85.0,3.169925001442312,0.0,178.54999999999998,178.54999999999998,178.54999999999998,9
15107.0,71,7,48,17.75,2.75,1.75,104.10000000000001,61.2,26.025000000000002,8
17976.0,89,52,89,89.0,5.690184605506592,0.0,282.64,282.64,282.64,53
14449.0,738,199,300,184.5,7.532197241627326,1.9215488118440947,852.55,286.06,213.13750000000002,247
16781.0,101,12,101,101.0,3.584962500721156,0.0,215.15,215.15,215.15,12
13491.0,791,60,167,79.1,5.811655672100882,3.198938717354582,943.34,154.51999999999998,94.33399999999999,68
17685.0,1402,80,545,200.28571428571428,6.129279917429453,2.3136015577289957,2499.56,904.0600000000001,357.08,116
15732.0,167,12,97,83.5,3.5465935642949384,0.961236604722876,280.2,142.1,140.1,13
13138.0,471,30,123,78.5,4.6336430365009535,2.5335556699401374,946.49,198.44,157.74833333333333,62
17460.0,169,12,51,33.8,3.431623565847432,2.1492799881316267,386.98,101.28,77.396,19
17567.0,1488,99,405,186.0,6.499954741663751,2.7935389090708242,2552.52,699.4499999999999,319.065,139
16203.0,261,27,104,65.25,4.65057194545458,1.9110881420020709,589.15,214.6,147.2875,35
15574.0,240,120,150,60.0,6.83469808708088,1.080541345525018,438.65000000000003,263.84,109.6625,139
16770.0,439,111,179,87.8,6.690979768767551,1.9325385190465003,657.85,207.7,131.57,134
17838.0,924,68,302,184.8,5.973286455784833,2.0734096850844925,1582.46,476.86,316.492,82
17228.0,1346,134,261,168.25,6.908969524531817,2.833092982379349,1798.95,398.26,224.86875,201
17412.0,612,43,130,87.42857142857143,5.270660903030254,2.775195763503471,1178.74,225.9,168.39142857142858,61
14775.0,910,53,346,303.3333333333333,5.708632440797383,1.5830303714862595,879.42,359.76,293.14,55
17659.0,1185,97,281,98.75,6.439886330460918,3.103305312864665,2351.23,525.71,195.93583333333333,124
15646.0,299,28,146,99.66666666666667,4.807354922057602,1.4097590668037259,342.07000000000005,162.08,114.02333333333335,28
13402.0,475,30,289,237.5,4.831074987250574,0.9740248644357521,587.23,312.95,293.615,37
13011.0,13,3,13,13.0,1.584962500721156,0.0,50.550000000000004,50.550000000000004,50.550000000000004,3
16029.0,317,4,48,21.133333333333333,1.6225562489182659,3.875,1144.35,129.6,76.28999999999999,16
16634.0,78,7,60,39.0,2.8073549220576046,0.5916727785823275,172.5,119.4,86.25,7
18239.0,785,76,222,157.0,6.17488096436816,2.033553016238253,1457.81,446.81,291.562,84
14576.0,12,1,12,12.0,0.0,0.0,35.400000000000006,35.400000000000006,35.400000000000006,1
14865.0,60,3,48,30.0,1.584962500721156,0.9182958340544896,43.08,28.08,21.54,3
16150.0,984,83,316,196.8,6.2608471054657615,2.2803420683155844,1734.17,505.65999999999997,346.834,106
12738.0,144,8,144,144.0,3.0,0.0,110.4,110.4,110.4,8
14236.0,228,12,224,114.0,3.584962500721156,0.41381685030363374,302.64,287.64,151.32,12
17961.0,528,193,85,14.27027027027027,7.507167810188934,4.449147726595132,858.24,126.2,23.195675675675677,228
14573.0,407,105,110,45.22222222222222,6.415047223136746,2.7244712977978174,768.85,239.0,85.42777777777778,172
17135.0,478,26,138,95.6,4.59445640611102,2.1116325179226987,635.77,180.29999999999998,127.154,37
17396.0,29,2,19,14.5,1.0,1.0,108.75,71.25,54.375,2
12686.0,106,6,106,106.0,2.584962500721156,0.0,71.14,71.14,71.14,6
13370.0,276,32,276,276.0,5.0,0.0,588.2,588.2,588.2,32
16883.0,97,29,52,48.5,4.8125,0.9971803988942642,208.78,110.65,104.39,32
13520.0,947,46,287,157.83333333333334,5.377986806877677,2.3212493879886056,1565.85,473.97,260.97499999999997,72
16905.0,1039,101,410,148.42857142857142,6.476803474933223,2.4385728489279117,2036.51,890.35,290.93,162
12427.0,209,21,110,69.66666666666667,4.349648912578752,1.370862465083061,417.96999999999997,230.08,139.32333333333332,23
17967.0,70,39,70,70.0,5.271928094887364,0.0,84.42,84.42,84.42,40
16891.0,252,157,84,50.4,7.243202763077655,2.162711491723061,615.9300000000001,198.81,123.186,174
17884.0,395,97,143,98.75,6.562666667938929,1.9762665414982443,537.22,178.54,134.305,103
14083.0,566,149,310,70.75,7.174696376328043,2.084602555887851,820.1,353.32,102.5125,162
14210.0,695,55,194,115.83333333333333,5.578932261189982,2.574032714608317,1611.17,308.78000000000003,268.52833333333336,88
16477.0,1317,108,229,188.14285714285714,6.592602697066761,2.7655136969502494,2450.7200000000003,467.36,350.1028571428572,143
12779.0,1316,67,309,164.5,5.8623770691404085,2.6370712509121463,2460.62,638.51,307.5775,104
16926.0,11,4,11,11.0,2.0,0.0,33.45,33.45,33.45,4
17787.0,834,88,299,208.5,6.30073110901451,1.8850145001953922,1630.29,597.33,407.5725,121
14723.0,625,182,177,104.16666666666667,7.34687563227179,2.4511424063299625,992.34,310.67,165.39000000000001,247
17819.0,325,23,127,54.166666666666664,4.483856189774723,2.2366238110793626,676.81,233.1,112.80166666666666,25
15373.0,393,60,66,39.3,5.642244254665679,2.9864926480268625,1339.41,263.85,133.941,97
17198.0,256,74,104,85.33333333333333,6.171928094887358,1.4417720664283002,354.97,144.21,118.32333333333334,80
12793.0,252,20,188,126.0,4.297079327540665,0.863120568566631,395.48,291.68,197.74,21
14396.0,221,67,185,110.5,6.05055344228541,0.992563136012236,451.09,365.14,225.545,69
14898.0,467,77,149,77.83333333333333,6.142621451191842,1.8543080616849053,829.67,278.13,138.27833333333334,98
12725.0,162,23,162,162.0,4.523561956057013,0.0,371.8,371.8,371.8,23
16725.0,238,98,62,34.0,6.461766773518899,2.5065012202717694,573.98,146.05,81.99714285714286,128
12395.0,1186,74,169,98.83333333333333,5.980569633141265,3.488560495665195,1824.22,248.08,152.01833333333335,120
16455.0,988,69,232,141.14285714285714,5.934467857256675,2.657390653657994,1841.18,517.8,263.0257142857143,99
15545.0,155,72,84,77.5,6.162427298606055,0.9505668528932196,229.37,128.39,114.685,73
15465.0,435,22,65,24.166666666666668,4.24637013015618,3.9721800112652463,1842.79,275.05,102.37722222222222,50
13838.0,237,130,85,59.25,6.9337209404526,1.9265289729243127,510.67,191.51,127.66749999999999,150
15038.0,149,83,50,29.8,6.309277845150279,2.232375508421901,343.64,100.98,68.728,95
16168.0,674,51,88,29.304347826086957,5.477804815904367,4.272204119780151,1821.22,163.02,79.18347826086956,76
14813.0,61,23,54,30.5,4.46967048737186,0.7062740891876007,110.93,91.43,55.465,26
14810.0,1011,102,188,91.9090909090909,6.356762089557065,3.4176967085787164,2035.53,352.23,185.0481818181818,250
13506.0,232,21,145,116.0,4.39231742277876,0.9587118829771318,373.75,237.95,186.875,21
17796.0,164,58,67,41.0,5.719390358784489,1.7297085175189666,578.05,240.35,144.5125,74
15716.0,447,95,140,111.75,6.492526001446271,1.9700131344165301,824.64,269.93,206.16000000000003,111
18156.0,280,98,212,140.0,6.5276424705724745,0.9798687566511527,639.19,452.31,319.595,120
16983.0,938,100,196,134.0,6.495541454621835,2.6069230981340192,1518.82,292.78999999999996,216.9742857142857,127
16327.0,2071,137,465,345.1666666666667,6.863309073665991,2.5321541749816974,3170.06,622.62,528.3433333333334,297
17211.0,1104,129,307,138.0,6.86551499924537,2.8898910103272075,1781.38,406.58,222.6725,176
17026.0,24,2,24,24.0,1.0,0.0,20.4,20.4,20.4,2
15570.0,1761,188,550,146.75,7.395359608176791,3.2985325659807287,3186.53,793.74,265.5441666666667,258
15880.0,175,92,175,175.0,6.517653434763951,0.0,262.18,262.18,262.18,93
16718.0,301,37,301,301.0,5.182838116298145,0.0,482.93,482.93,482.93,39
15808.0,1139,123,339,284.75,6.783661817352372,1.9822251838838811,2906.52,975.85,726.63,165
17858.0,601,69,109,66.77777777777777,5.728964727708278,3.0127651502618584,2056.11,398.87,228.45666666666668,131
14161.0,427,77,166,142.33333333333334,6.176825287801807,1.4998367130024457,878.02,403.58,292.67333333333335,94
17863.0,2362,105,639,393.6666666666667,6.529528920782469,2.532770709982983,2891.44,857.74,481.9066666666667,143
16411.0,130,40,69,65.0,5.286729870981167,0.996485989886783,203.75,128.55,101.875,43
16402.0,107,52,99,53.5,5.690184605506591,0.2318130500245902,208.6,173.0,104.3,53
12647.0,869,65,189,72.41666666666667,5.870748039460037,3.0797718998808232,1805.92,278.76,150.49333333333334,86
15894.0,163,34,110,81.5,5.058813890331199,0.41381685030363374,250.3,143.49,125.15,36
14506.0,584,170,207,116.8,7.243041439664537,1.8748515211635806,1206.85,390.02,241.36999999999998,242
13034.0,368,36,252,184.0,5.1699250014423095,0.8879763195151351,627.82,461.96,313.90999999999997,36
17402.0,248,21,50,27.555555555555557,4.054229296672174,2.4139097655573916,619.91,115.2,68.8788888888889,32
15889.0,198,74,138,99.0,6.177198469696092,0.8701883352082784,333.67,229.42000000000002,166.835,79
15953.0,617,54,150,77.125,5.515850175244253,2.7456727698316166,952.53,221.09,119.06625,82
16143.0,864,70,204,144.0,5.912665389044463,2.5199816194295863,1943.0900000000001,475.58000000000004,323.84833333333336,111
12747.0,967,32,140,87.9090909090909,4.591107630164543,3.3994717225415756,2640.41,333.7,240.03727272727272,78
12763.0,196,16,196,196.0,4.0,0.0,320.08,320.08,320.08,16
14081.0,532,112,328,266.0,6.720296665593529,0.9949078777104005,677.2,385.8,338.6,131
14404.0,626,58,204,104.33333333333333,5.665894208390024,2.4601684425960633,1039.1299999999999,306.06,173.18833333333336,84
13579.0,115,15,74,57.5,3.836591668108979,0.9640787648082292,321.29,197.34,160.645,18
13174.0,1128,194,555,376.0,7.496647434601523,1.445316277429254,1998.53,1054.49,666.1766666666666,250
15987.0,405,102,167,81.0,6.599710376974906,1.441263445565729,506.44,230.89,101.288,115
13652.0,474,43,240,158.0,5.341661943989299,1.5605046050671363,1003.64,442.92,334.5466666666667,57
16858.0,76,7,76,76.0,2.75,0.0,290.96000000000004,290.96000000000004,290.96000000000004,8
18219.0,839,50,137,83.9,5.302134997171462,3.238178055146105,1616.92,314.02,161.692,96
14293.0,697,47,282,174.25,5.482012821182282,1.8863082816921724,951.1600000000001,364.92,237.79000000000002,57
16638.0,815,66,294,81.5,6.03623844418911,2.8307542769141127,1121.3,417.81,112.13,67
17674.0,348,16,215,174.0,3.9148663038831004,0.9656361333706098,271.32,175.14000000000001,135.66000000000003,23
12808.0,186,25,79,62.0,4.623516641218014,1.543022494205784,445.7,192.35,148.5666666666667,26
15899.0,38,3,38,38.0,1.584962500721156,0.0,43.5,43.5,43.5,3
12708.0,1226,73,184,122.6,5.935546057151258,3.1981935701623843,2021.37,282.55,202.137,127
15898.0,382,62,204,76.4,5.905625906053526,1.1261552520610507,679.33,342.24,135.866,69
17691.0,128,16,74,64.0,4.0,0.9886994082884974,242.70000000000002,132.0,121.35,16
17227.0,295,24,75,49.166666666666664,4.356498487629713,2.5090275125326515,369.86,115.05,61.64333333333334,38
15919.0,381,100,210,190.5,6.569146439760352,0.8843507645372042,483.74,311.61,241.87,119
13497.0,159,18,109,79.5,4.169925001442313,0.9910760598382222,321.05,194.55,160.525,18
15860.0,349,94,89,43.625,6.369904328158804,2.7768033589436927,754.76,141.9,94.345,126
15304.0,64,6,23,12.8,2.4116022179746714,2.133937566094917,228.50000000000003,81.55000000000001,45.7,13
14344.0,388,46,154,48.5,5.368937409324118,2.3357189357623978,615.5300000000001,239.15000000000003,76.94125000000001,58
15048.0,168,78,86,42.0,6.244685053784765,1.9128952218986308,277.82,137.1,69.455,85
15301.0,2089,144,398,189.9090909090909,7.029579020505561,3.1799599828542258,3457.79,540.62,314.3445454545454,203
16898.0,371,145,148,123.66666666666667,7.158934540649564,1.4930980413206911,441.54,181.24,147.18,151
14708.0,297,21,149,148.5,4.39231742277876,0.9852281360342516,496.11,284.79,248.055,21
14825.0,965,77,172,80.41666666666667,6.066363014294097,3.3039173766073593,1979.3100000000002,290.81,164.94250000000002,114
17596.0,808,152,149,115.42857142857143,7.042918838106645,2.566054740388804,1236.59,327.36,176.6557142857143,209
17860.0,89,48,89,89.0,5.554778283147971,0.0,194.65,194.65,194.65,51
13155.0,484,61,179,121.0,5.7914365135676285,1.5284207160049532,843.0600000000001,316.7,210.765,78
15028.0,354,32,214,88.5,4.8619702778069716,1.3976372505085568,520.84,280.74,130.21,43
16919.0,1279,124,256,116.27272727272727,6.581921125779545,3.353188697972751,1592.8,236.66,144.79999999999998,266
17259.0,348,98,220,174.0,6.556315281686817,0.8812908992306927,485.33,303.65,242.665,110
17019.0,805,158,242,201.25,7.140960031981825,1.9639726136907183,1115.28,326.22,278.82000000000005,217
15882.0,182,20,106,45.5,4.321928094887363,1.4166422780956522,404.76000000000005,249.52,101.19000000000001,20
15984.0,1052,200,385,116.88888888888889,7.54009687555192,2.4022987998313603,1794.96,610.33,199.44,237
14487.0,694,100,261,115.66666666666667,6.523284765557392,2.2630692453545107,946.3299999999999,370.37,157.72166666666666,128
17682.0,1309,44,330,218.16666666666666,5.079701244167344,2.5500918407636783,2338.4900000000002,544.74,389.7483333333333,112
16658.0,36,7,36,36.0,2.8073549220576046,0.0,91.44,91.44,91.44,7
17223.0,95,36,51,47.5,5.121928094887363,0.9837082626231857,225.09,126.53999999999999,112.54499999999999,40
13030.0,327,66,165,163.5,5.960160033722108,0.9509560484549725,514.84,295.11,257.42,81
17191.0,1027,154,299,146.71428571428572,7.024520151278566,2.6164317947762545,1795.56,448.17,256.50857142857143,223
16654.0,181,21,62,45.25,4.39231742277876,1.7423773993623528,375.57,139.95000000000002,93.8925,21
13495.0,678,31,196,135.6,4.757546440698296,2.208949701368105,1661.32,494.2,332.264,43
17519.0,575,49,149,95.83333333333333,5.473557262275184,2.537158656101024,1146.15,282.12,191.025,60
17218.0,823,134,145,82.3,6.7394696367278675,3.139504984668569,1554.88,243.22,155.488,247
17812.0,317,104,126,79.25,6.6170925629195345,1.8712150051271148,547.26,190.35999999999999,136.815,122
14215.0,1165,91,331,194.16666666666666,6.460191680771582,2.3280748625876195,1638.67,511.91,273.1116666666667,101
17320.0,486,42,199,162.0,5.308758439731458,1.5569685454909614,815.88,363.47,271.96,50
12913.0,447,27,202,89.4,4.696131794257844,2.0162154581409464,1088.45,515.5,217.68999999999997,31
17869.0,100,27,65,20.0,4.7068905956085185,1.891416316690631,275.03,175.87,55.00600000000001,30
13564.0,501,55,294,250.5,5.711060786025127,1.0,868.59,466.86,434.295,66
13963.0,326,27,191,81.5,4.754887502163471,1.8157498460961825,469.02,184.39,117.255,27
17091.0,1524,103,296,169.33333333333334,6.483932524835873,2.815547738312409,3417.12,670.2,379.68000000000006,176
17470.0,861,49,226,172.2,5.53086529508788,2.2848319337765104,734.41,202.57999999999998,146.882,59
14907.0,1518,106,471,216.85714285714286,6.621273084969626,2.5376997065111597,2976.33,711.23,425.19,143
16059.0,625,115,206,104.16666666666667,6.718564275840835,2.416550257389854,1303.51,353.51,217.25166666666667,164
17720.0,416,27,139,104.0,4.631292988181899,1.7185134814391207,860.54,290.25,215.135,34
15018.0,173,21,87,57.666666666666664,4.39231742277876,1.4488156357251847,275.36,115.42,91.78666666666668,21
14176.0,201,25,72,50.25,4.593069207771888,1.6893917467430877,514.3000000000001,190.35,128.575,28
15353.0,322,53,201,161.0,5.717850465126429,0.6500224216483541,548.27,352.92,274.135,54
18119.0,74,26,74,74.0,4.700439718141092,0.0,140.09,140.09,140.09,26
17491.0,1175,58,357,117.5,5.722500011987208,3.0249659487828735,2138.03,517.14,213.80300000000003,84
14282.0,1716,66,209,114.4,5.772894997796401,3.7175128515157487,2651.88,293.62,176.792,135
13569.0,149,66,107,74.5,5.9927737861344905,0.8879763195151351,267.72,166.4,133.86,72
14673.0,704,38,177,140.8,5.030505936946516,2.3053600656882116,1334.64,297.89,266.928,67
16221.0,426,79,308,142.0,6.264283047753004,1.2405020449038573,668.08,451.09,222.6933333333333,84
15002.0,776,90,337,194.0,6.355182645609906,1.9398544006071918,1525.66,541.0500000000001,381.415,111
15965.0,393,83,246,98.25,6.272593449784977,1.1447004641010055,752.0,461.38,188.0,106
15024.0,883,92,227,98.11111111111111,6.318270204503376,2.679480317442981,1470.33,376.02,163.37,135
13769.0,943,61,164,94.3,5.571662396310748,3.169648550608474,2122.08,317.92,212.208,117
16086.0,401,20,110,80.2,4.123231428797621,2.266253399951849,792.11,250.24,158.422,30
13786.0,104,6,104,104.0,2.584962500721156,0.0,148.8,148.8,148.8,6
13880.0,1769,113,255,136.07692307692307,6.691813533095017,3.579064704361171,2927.18,414.82,225.1676923076923,152
13173.0,245,40,131,122.5,5.297079327540667,0.9934472383802027,340.21,174.27,170.10500000000002,42
15858.0,1076,134,483,215.2,6.927576164522907,2.261150021358498,1175.8,340.67,235.16,172
15180.0,36,6,36,36.0,2.584962500721156,0.0,87.5,87.5,87.5,6
12347.0,1893,96,548,270.42857142857144,6.352221925448353,2.6945107875408234,3314.73,982.4,473.53285714285715,166
14739.0,338,22,84,56.333333333333336,4.418295834054489,2.5189704621597437,745.38,242.4,124.23,24
16293.0,946,85,186,94.6,6.321209564709833,3.065381739738511,1873.99,342.3,187.39900000000003,100
17419.0,1797,126,244,149.75,6.82297968175649,3.4394731305789383,3460.77,461.17,288.3975,168
16775.0,398,71,66,36.18181818181818,5.839076948480823,3.3500103708813747,1271.1100000000001,184.2,115.55545454545455,134
16306.0,393,34,208,65.5,5.04729120346679,2.005958095007847,555.17,264.5,92.52833333333332,37
16950.0,350,30,193,116.66666666666667,4.875,1.2261134199863002,741.3000000000001,439.53000000000003,247.1,32
17591.0,899,66,222,128.42857142857142,5.628388061245492,2.2916892314199075,1541.47,404.82000000000005,220.21,125
16125.0,122,12,122,122.0,3.584962500721156,0.0,273.45,273.45,273.45,12
13807.0,32,5,32,32.0,2.321928094887362,0.0,80.8,80.8,80.8,5
15081.0,177,19,55,35.4,4.023145853739676,2.2516898379331405,371.2,93.25,74.24000000000001,26
16365.0,194,31,114,27.714285714285715,4.923181998146334,2.2650869652839885,547.61,258.76,78.23,33
14821.0,20,2,20,20.0,1.0,0.0,48.800000000000004,48.800000000000004,48.800000000000004,2
16863.0,304,23,200,152.0,4.501629167387823,0.9544340029249649,417.43,254.63,208.715,24
